Tag	tagOccurNum	tagTitleOccurNum	tagBodyOccurNum	titleRatio	bodyRatio	totalRatio
illegal-instruction	2	0	2	2	0.0	1.0	1.0
dialect	8	3	7	8	0.375	0.875	1.0
web-site-project	74	34	52	53	0.4594594594594595	0.7027027027027027	0.7162162162162162
vnc	134	96	124	126	0.7164179104477612	0.9253731343283582	0.9402985074626866
large-file-support	6	1	1	1	0.16666666666666666	0.16666666666666666	0.16666666666666666
cox-regression	2	1	1	1	0.5	0.5	0.5
pack200	1	1	1	1	1.0	1.0	1.0
vp8	16	11	13	14	0.6875	0.8125	0.875
word	1008	819	926	970	0.8125	0.9186507936507936	0.9623015873015873
coronasdk	58	4	1	5	0.06896551724137931	0.017241379310344827	0.08620689655172414
symmetric-key	16	8	11	12	0.5	0.6875	0.75
swiftsuspenders	3	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666
vob	12	8	11	11	0.6666666666666666	0.9166666666666666	0.9166666666666666
array-sorting	172	42	41	69	0.2441860465116279	0.23837209302325582	0.4011627906976744
flame	5	4	5	5	0.8	1.0	1.0
mapguide	6	6	5	6	1.0	0.8333333333333334	1.0
x32	9	1	2	2	0.1111111111111111	0.2222222222222222	0.2222222222222222
tcplistener	101	38	65	70	0.37623762376237624	0.6435643564356436	0.693069306930693
eoferror	17	14	16	17	0.8235294117647058	0.9411764705882353	1.0
.net	89646	23311	33109	40997	0.2600339111616804	0.36933047765656024	0.4573210182272494
fibonacci	122	91	107	115	0.7459016393442623	0.8770491803278688	0.9426229508196722
cooliris	12	11	12	12	0.9166666666666666	1.0	1.0
email-attachments	82	16	31	36	0.1951219512195122	0.3780487804878049	0.43902439024390244
pixelbender	6	2	2	2	0.3333333333333333	0.3333333333333333	0.3333333333333333
pandora	6	4	6	6	0.6666666666666666	1.0	1.0
freeswitch	24	16	23	23	0.6666666666666666	0.9583333333333334	0.9583333333333334
monomac	34	16	22	22	0.47058823529411764	0.6470588235294118	0.6470588235294118
vpc	23	11	17	19	0.4782608695652174	0.7391304347826086	0.8260869565217391
lcds	25	14	19	20	0.56	0.76	0.8
bionic	4	2	3	3	0.5	0.75	0.75
branch-deletion	2	1	0	1	0.5	0.0	0.5
modularisation	4	0	0	0	0.0	0.0	0.0
html-tag	29	16	19	23	0.5517241379310345	0.6551724137931034	0.7931034482758621
outer	32	19	25	26	0.59375	0.78125	0.8125
file-processing	23	6	11	12	0.2608695652173913	0.4782608695652174	0.5217391304347826
vpn	280	200	257	263	0.7142857142857143	0.9178571428571428	0.9392857142857143
the-little-schemer	9	4	6	7	0.4444444444444444	0.6666666666666666	0.7777777777777778
border-image	11	10	11	11	0.9090909090909091	1.0	1.0
vps	185	89	162	170	0.4810810810810811	0.8756756756756757	0.918918918918919
security-token	1	0	0	0	0.0	0.0	0.0
htmlhelper	455	85	169	178	0.18681318681318682	0.37142857142857144	0.3912087912087912
atlas	15	7	14	15	0.4666666666666667	0.9333333333333333	1.0
sum-type	1	0	1	1	0.0	1.0	1.0
smtp	1481	819	1246	1309	0.5530047265361242	0.8413234301147873	0.8838622552329507
t4mvc	83	67	74	78	0.8072289156626506	0.891566265060241	0.9397590361445783
float	1584	1180	1395	1482	0.7449494949494949	0.8806818181818182	0.9356060606060606
non-unicode	11	6	5	7	0.5454545454545454	0.45454545454545453	0.6363636363636364
resourcebundle	127	46	75	80	0.36220472440944884	0.5905511811023622	0.6299212598425197
pdc2008	4	0	3	3	0.0	0.75	0.75
vhd	27	18	24	24	0.6666666666666666	0.8888888888888888	0.8888888888888888
typebuilder	2	2	2	2	1.0	1.0	1.0
microphone	207	139	164	181	0.6714975845410628	0.7922705314009661	0.8743961352657005
authsub	47	32	42	44	0.6808510638297872	0.8936170212765957	0.9361702127659575
extensible	15	7	10	11	0.4666666666666667	0.6666666666666666	0.7333333333333333
vsnprintf	8	4	8	8	0.5	1.0	1.0
vfw	16	5	12	12	0.3125	0.75	0.75
commerceserver	2	0	1	1	0.0	0.5	0.5
vfs	27	12	17	17	0.4444444444444444	0.6296296296296297	0.6296296296296297
vfp	78	32	52	60	0.41025641025641024	0.6666666666666666	0.7692307692307693
datarow	153	83	122	132	0.5424836601307189	0.7973856209150327	0.8627450980392157
hardware-infrastructure	6	1	2	2	0.16666666666666666	0.3333333333333333	0.3333333333333333
bssid	6	3	5	6	0.5	0.8333333333333334	1.0
polyfills	6	0	3	3	0.0	0.5	0.5
screencasting	8	2	4	4	0.25	0.5	0.5
netbios	25	10	17	17	0.4	0.68	0.68
vgl	2	0	1	1	0.0	0.5	0.5
x++	93	17	33	38	0.1827956989247312	0.3548387096774194	0.40860215053763443
subsonic-simplerepository	15	4	7	8	0.26666666666666666	0.4666666666666667	0.5333333333333333
cursor.current	2	1	2	2	0.5	1.0	1.0
default-programs	3	1	2	2	0.3333333333333333	0.6666666666666666	0.6666666666666666
inputbinding	15	6	12	12	0.4	0.8	0.8
sqlcommand	137	69	101	114	0.5036496350364964	0.7372262773722628	0.8321167883211679
php-gd	29	11	14	17	0.3793103448275862	0.4827586206896552	0.5862068965517241
first-time	11	6	7	7	0.5454545454545454	0.6363636363636364	0.6363636363636364
vga	39	27	32	35	0.6923076923076923	0.8205128205128205	0.8974358974358975
assertraises	2	2	2	2	1.0	1.0	1.0
zune	28	18	23	27	0.6428571428571429	0.8214285714285714	0.9642857142857143
clover	26	21	26	26	0.8076923076923077	1.0	1.0
spcontext	8	4	8	8	0.5	1.0	1.0
currency	358	237	282	315	0.6620111731843575	0.7877094972067039	0.8798882681564246
reportviewer2008	51	0	1	1	0.0	0.0196078431372549	0.0196078431372549
uploadstring	2	1	2	2	0.5	1.0	1.0
lexical-analysis	42	5	8	9	0.11904761904761904	0.19047619047619047	0.21428571428571427
dll-dependency	2	0	0	0	0.0	0.0	0.0
nsentitydescription	7	3	6	6	0.42857142857142855	0.8571428571428571	0.8571428571428571
vfd	4	2	3	3	0.5	0.75	0.75
richeditabletext	5	3	4	4	0.6	0.8	0.8
infinite-loop	252	132	157	186	0.5238095238095238	0.623015873015873	0.7380952380952381
uipasteboard	27	15	20	22	0.5555555555555556	0.7407407407407407	0.8148148148148148
oxite	8	4	8	8	0.5	1.0	1.0
mysql-error-1	1	0	1	1	0.0	1.0	1.0
mkcoordinatespan	3	0	2	2	0.0	0.6666666666666666	0.6666666666666666
rendermonkey	3	2	2	3	0.6666666666666666	0.6666666666666666	1.0
smss	2	0	0	0	0.0	0.0	0.0
php-errors	24	9	13	15	0.375	0.5416666666666666	0.625
untyped-variables	3	0	0	0	0.0	0.0	0.0
template-function	9	9	8	9	1.0	0.8888888888888888	1.0
vds	5	2	3	4	0.4	0.6	0.8
input-control	1	1	1	1	1.0	1.0	1.0
email-message	2	1	1	1	0.5	0.5	0.5
elegant	45	19	35	39	0.4222222222222222	0.7777777777777778	0.8666666666666667
memoization	98	51	57	69	0.5204081632653061	0.5816326530612245	0.7040816326530612
key-storage	5	1	1	1	0.2	0.2	0.2
transactions	2506	620	1098	1243	0.24740622505985635	0.4381484437350359	0.4960095770151636
spreadsheet-excel-writer	1	1	1	1	1.0	1.0	1.0
backbone.js	558	327	300	417	0.5860215053763441	0.5376344086021505	0.7473118279569892
extract-value	2	0	2	2	0.0	1.0	1.0
forward-slash	19	10	15	16	0.5263157894736842	0.7894736842105263	0.8421052631578947
bjarne-stroustrup	14	2	8	8	0.14285714285714285	0.5714285714285714	0.5714285714285714
wpas	2	0	0	0	0.0	0.0	0.0
wrap-function	2	2	2	2	1.0	1.0	1.0
eventviewer	12	0	1	1	0.0	0.08333333333333333	0.08333333333333333
native-resources	2	1	1	1	0.5	0.5	0.5
vdf	7	0	3	3	0.0	0.42857142857142855	0.42857142857142855
vdi	4	1	3	3	0.25	0.75	0.75
materialize	3	1	2	2	0.3333333333333333	0.6666666666666666	0.6666666666666666
code-statistics	15	1	4	4	0.06666666666666667	0.26666666666666666	0.26666666666666666
vbr	3	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333
pre-commit	33	17	31	31	0.5151515151515151	0.9393939393939394	0.9393939393939394
vbo	109	73	97	101	0.6697247706422018	0.8899082568807339	0.926605504587156
vbx	2	2	2	2	1.0	1.0	1.0
wcf-extensions	5	0	3	3	0.0	0.6	0.6
min-heap	4	3	3	3	0.75	0.75	0.75
workmanagers	10	0	2	2	0.0	0.2	0.2
click-logging	1	0	0	0	0.0	0.0	0.0
vcl	282	57	95	108	0.20212765957446807	0.33687943262411346	0.3829787234042553
htc-thunderbolt	7	5	6	6	0.7142857142857143	0.8571428571428571	0.8571428571428571
vcg	2	2	2	2	1.0	1.0	1.0
vce	2	2	2	2	1.0	1.0	1.0
vcf	15	11	11	13	0.7333333333333333	0.7333333333333333	0.8666666666666667
old-hardware	2	1	1	2	0.5	0.5	1.0
pyobject	3	2	3	3	0.6666666666666666	1.0	1.0
guidance	52	10	14	19	0.19230769230769232	0.2692307692307692	0.36538461538461536
unix-time	7	7	7	7	1.0	1.0	1.0
var	128	94	114	123	0.734375	0.890625	0.9609375
matchers	7	3	4	4	0.42857142857142855	0.5714285714285714	0.5714285714285714
vat	16	11	14	14	0.6875	0.875	0.875
vc6	214	51	81	89	0.2383177570093458	0.37850467289719625	0.4158878504672897
vc8	6	4	4	5	0.6666666666666666	0.6666666666666666	0.8333333333333334
scoped-ptr	6	5	5	6	0.8333333333333334	0.8333333333333334	1.0
vax	8	5	8	8	0.625	1.0	1.0
action-filters	3	1	0	1	0.3333333333333333	0.0	0.3333333333333333
flock	24	16	22	22	0.6666666666666666	0.9166666666666666	0.9166666666666666
rockstar	3	1	2	2	0.3333333333333333	0.6666666666666666	0.6666666666666666
code-ownership	19	8	9	10	0.42105263157894735	0.47368421052631576	0.5263157894736842
author	37	29	33	35	0.7837837837837838	0.8918918918918919	0.9459459459459459
knockout.js	1	0	0	0	0.0	0.0	0.0
httpconnectionmanager	1	1	1	1	1.0	1.0	1.0
content-management-system	32	6	10	12	0.1875	0.3125	0.375
vba	4871	2488	2443	3391	0.5107780743173886	0.5015397249024841	0.696160952576473
audio-player	16	5	9	9	0.3125	0.5625	0.5625
xml-deserialization	145	23	31	47	0.15862068965517243	0.21379310344827587	0.32413793103448274
vbc	9	4	8	9	0.4444444444444444	0.8888888888888888	1.0
call-hierarchy	4	4	3	4	1.0	0.75	1.0
vbe	7	2	5	5	0.2857142857142857	0.7142857142857143	0.7142857142857143
virtual-hosts	47	14	30	31	0.2978723404255319	0.6382978723404256	0.6595744680851063
document-repository	4	1	3	3	0.25	0.75	0.75
vector-cache	1	1	1	1	1.0	1.0	1.0
semantic	421	172	234	282	0.4085510688836104	0.5558194774346793	0.669833729216152
vb6	2859	1497	1878	2227	0.5236096537250787	0.6568730325288562	0.7789436866037076
search-engine-marketing	3	0	0	0	0.0	0.0	0.0
vb5	12	7	8	8	0.5833333333333334	0.6666666666666666	0.6666666666666666
filterfunction	8	2	6	6	0.25	0.75	0.75
vb9	8	2	4	4	0.25	0.5	0.5
compound-assignment	11	3	4	4	0.2727272727272727	0.36363636363636365	0.36363636363636365
vb8	9	3	2	5	0.3333333333333333	0.2222222222222222	0.5555555555555556
photos	125	45	83	86	0.36	0.664	0.688
fixed-header-tables	1	0	1	1	0.0	1.0	1.0
vab	4	2	3	3	0.5	0.75	0.75
file-diffs	5	1	1	1	0.2	0.2	0.2
vad	1	0	1	1	0.0	1.0	1.0
valign	6	3	3	4	0.5	0.5	0.6666666666666666
breakpoint-error	1	0	1	1	0.0	1.0	1.0
file-path	8	7	7	8	0.875	0.875	1.0
imap-open	3	3	2	3	1.0	0.6666666666666666	1.0
outlook-undo	1	1	1	1	1.0	1.0	1.0
htmlunit	247	189	215	233	0.7651821862348178	0.8704453441295547	0.9433198380566802
url-style	2	1	1	2	0.5	0.5	1.0
byte	738	566	702	723	0.7669376693766937	0.9512195121951219	0.9796747967479674
delphitwain	3	1	3	3	0.3333333333333333	1.0	1.0
pytenjin	1	0	1	1	0.0	1.0	1.0
memento	9	4	9	9	0.4444444444444444	1.0	1.0
description-logic	7	2	3	3	0.2857142857142857	0.42857142857142855	0.42857142857142855
xml-drawable	9	2	9	9	0.2222222222222222	1.0	1.0
keynote	19	18	19	19	0.9473684210526315	1.0	1.0
abstract-function	2	1	2	2	0.5	1.0	1.0
wcf-rest-starting-guide	3	0	0	0	0.0	0.0	0.0
jquery-1.3.2	25	6	20	20	0.24	0.8	0.8
sprite-sheet	26	17	23	23	0.6538461538461539	0.8846153846153846	0.8846153846153846
ndis	25	14	20	21	0.56	0.8	0.84
toolstrippanel	5	4	4	4	0.8	0.8	0.8
boost-phoenix	24	16	21	23	0.6666666666666666	0.875	0.9583333333333334
terminal-services	4	3	3	3	0.75	0.75	0.75
unql	1	1	1	1	1.0	1.0	1.0
windows-research-kernel	1	0	1	1	0.0	1.0	1.0
tag-soup	6	2	3	4	0.3333333333333333	0.5	0.6666666666666666
django-testing	70	19	19	29	0.2714285714285714	0.2714285714285714	0.4142857142857143
x-frame-options	7	5	7	7	0.7142857142857143	1.0	1.0
read-unread	8	7	8	8	0.875	1.0	1.0
linkedserver	19	2	3	4	0.10526315789473684	0.15789473684210525	0.21052631578947367
mqseries	48	11	14	16	0.22916666666666666	0.2916666666666667	0.3333333333333333
type-constraints	39	10	15	17	0.2564102564102564	0.38461538461538464	0.4358974358974359
closest-points	4	1	1	2	0.25	0.25	0.5
dialogresult	20	13	16	19	0.65	0.8	0.95
addcallback	3	2	2	3	0.6666666666666666	0.6666666666666666	1.0
ad-hoc-distribution	41	14	20	24	0.34146341463414637	0.4878048780487805	0.5853658536585366
simpledom	15	8	7	9	0.5333333333333333	0.4666666666666667	0.6
planerotation	4	0	0	0	0.0	0.0	0.0
wpdb	32	19	30	31	0.59375	0.9375	0.96875
gwt-sound	1	1	1	1	1.0	1.0	1.0
primitive	162	102	115	133	0.6296296296296297	0.7098765432098766	0.8209876543209876
mediator-pattern	1	0	0	0	0.0	0.0	0.0
tweetmeme	1	0	1	1	0.0	1.0	1.0
tokenizing	195	23	18	37	0.11794871794871795	0.09230769230769231	0.18974358974358974
requery	1	0	1	1	0.0	1.0	1.0
rijndael	70	42	64	65	0.6	0.9142857142857143	0.9285714285714286
libapr	1	0	1	1	0.0	1.0	1.0
advertisement	51	12	25	28	0.23529411764705882	0.49019607843137253	0.5490196078431373
datatextfield	7	4	6	6	0.5714285714285714	0.8571428571428571	0.8571428571428571
shareddbconnectionscope	3	3	3	3	1.0	1.0	1.0
head.js	13	9	11	11	0.6923076923076923	0.8461538461538461	0.8461538461538461
hunit	6	3	5	6	0.5	0.8333333333333334	1.0
flex-builder-3	18	5	8	9	0.2777777777777778	0.4444444444444444	0.5
namedpipes	15	3	3	5	0.2	0.2	0.3333333333333333
nssavepanel	15	10	11	12	0.6666666666666666	0.7333333333333333	0.8
distributed-lock	3	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666
khtml	2	1	1	1	0.5	0.5	0.5
directcompute	5	3	4	4	0.6	0.8	0.8
arkit	1	1	1	1	1.0	1.0	1.0
testtrack	3	2	3	3	0.6666666666666666	1.0	1.0
snap	43	34	39	40	0.7906976744186046	0.9069767441860465	0.9302325581395349
using-directives	41	12	13	17	0.2926829268292683	0.3170731707317073	0.4146341463414634
video-conferencing	19	8	7	11	0.42105263157894735	0.3684210526315789	0.5789473684210527
nerdtree	67	54	60	64	0.8059701492537313	0.8955223880597015	0.9552238805970149
chrome-web-store	4	3	3	3	0.75	0.75	0.75
related	39	31	25	32	0.7948717948717948	0.6410256410256411	0.8205128205128205
hmake	1	0	1	1	0.0	1.0	1.0
request	1025	713	927	962	0.6956097560975609	0.904390243902439	0.9385365853658536
libtask	1	1	1	1	1.0	1.0	1.0
middleman	2	1	2	2	0.5	1.0	1.0
pipes-filters	4	3	3	3	0.75	0.75	0.75
monthcalendar	31	19	22	23	0.6129032258064516	0.7096774193548387	0.7419354838709677
census	5	2	4	4	0.4	0.8	0.8
exmpp	1	0	1	1	0.0	1.0	1.0
ndns	3	1	3	3	0.3333333333333333	1.0	1.0
frameworks	3405	420	1020	1139	0.12334801762114538	0.29955947136563876	0.3345080763582966
ultrawebgrid	27	19	20	24	0.7037037037037037	0.7407407407407407	0.8888888888888888
777	2	2	2	2	1.0	1.0	1.0
datetime-comparison	2	0	1	1	0.0	0.5	0.5
bulk-import	2	1	1	2	0.5	0.5	1.0
provisioning-profile	23	8	14	16	0.34782608695652173	0.6086956521739131	0.6956521739130435
cost-benefit	18	4	4	6	0.2222222222222222	0.2222222222222222	0.3333333333333333
databound-lists	2	1	1	2	0.5	0.5	1.0
hunch	2	2	2	2	1.0	1.0	1.0
redaction	2	1	2	2	0.5	1.0	1.0
session-0-isolation	7	3	2	4	0.42857142857142855	0.2857142857142857	0.5714285714285714
codequery	1	0	0	0	0.0	0.0	0.0
microsoft-translator	3	3	2	3	1.0	0.6666666666666666	1.0
subactivity	20	8	7	9	0.4	0.35	0.45
computer-science-theory	10	0	0	0	0.0	0.0	0.0
trusted-computing	2	0	0	0	0.0	0.0	0.0
schema.yml	7	3	7	7	0.42857142857142855	1.0	1.0
lexical-analyser	72	2	3	3	0.027777777777777776	0.041666666666666664	0.041666666666666664
functional-references	1	0	0	0	0.0	0.0	0.0
qwebview	71	53	57	64	0.7464788732394366	0.8028169014084507	0.9014084507042254
latin9	2	0	1	1	0.0	0.5	0.5
latin1	53	21	39	39	0.39622641509433965	0.7358490566037735	0.7358490566037735
active-patterns	4	1	2	2	0.25	0.5	0.5
mockup-tool	9	4	5	5	0.4444444444444444	0.5555555555555556	0.5555555555555556
gb2312	7	4	7	7	0.5714285714285714	1.0	1.0
approximate-nn-searching	2	0	0	0	0.0	0.0	0.0
fileiopermission	13	8	10	10	0.6153846153846154	0.7692307692307693	0.7692307692307693
diskspace	90	3	4	5	0.03333333333333333	0.044444444444444446	0.05555555555555555
typeahead	5	1	1	1	0.2	0.2	0.2
building	74	35	25	45	0.47297297297297297	0.33783783783783783	0.6081081081081081
farm-solution	2	0	2	2	0.0	1.0	1.0
javascriptserializer	58	32	45	48	0.5517241379310345	0.7758620689655172	0.8275862068965517
inferred-type	8	2	3	5	0.25	0.375	0.625
form-processing	6	1	1	1	0.16666666666666666	0.16666666666666666	0.16666666666666666
default-browser	1	1	1	1	1.0	1.0	1.0
validating-event	2	1	2	2	0.5	1.0	1.0
dsofile	1	0	1	1	0.0	1.0	1.0
arm11	1	1	0	1	1.0	0.0	1.0
pagefile	11	2	4	4	0.18181818181818182	0.36363636363636365	0.36363636363636365
hosted	53	41	41	50	0.7735849056603774	0.7735849056603774	0.9433962264150944
asp.net-mvc-routing	702	89	109	165	0.1267806267806268	0.15527065527065528	0.23504273504273504
uikeyboardtype	6	2	1	2	0.3333333333333333	0.16666666666666666	0.3333333333333333
generated-code	29	5	15	16	0.1724137931034483	0.5172413793103449	0.5517241379310345
form-elements	11	3	7	7	0.2727272727272727	0.6363636363636364	0.6363636363636364
openinfowindowhtml	9	2	3	3	0.2222222222222222	0.3333333333333333	0.3333333333333333
referenceequals	6	2	4	4	0.3333333333333333	0.6666666666666666	0.6666666666666666
pdfsharp	66	40	47	51	0.6060606060606061	0.7121212121212122	0.7727272727272727
composite-key	134	98	106	117	0.7313432835820896	0.7910447761194029	0.8731343283582089
list-capacity	1	1	1	1	1.0	1.0	1.0
smalltalk	330	177	193	233	0.5363636363636364	0.5848484848484848	0.706060606060606
windows-mobile-6.1	24	8	13	16	0.3333333333333333	0.5416666666666666	0.6666666666666666
db-update	1	1	1	1	1.0	1.0	1.0
multifile-uploader	52	0	1	1	0.0	0.019230769230769232	0.019230769230769232
maven-enforcer-plugin	1	1	1	1	1.0	1.0	1.0
wpod	1	0	0	0	0.0	0.0	0.0
windows-mobile-6.5	73	31	33	45	0.4246575342465753	0.4520547945205479	0.6164383561643836
nsdocktile	3	0	0	0	0.0	0.0	0.0
c-api	15	9	8	12	0.6	0.5333333333333333	0.8
guard-clause	6	5	3	5	0.8333333333333334	0.5	0.8333333333333334
elements	321	170	189	243	0.5295950155763239	0.5887850467289719	0.7570093457943925
equinox	105	46	68	76	0.4380952380952381	0.6476190476190476	0.7238095238095238
ctfontref	1	0	1	1	0.0	1.0	1.0
gmail-contextual-gadgets	10	2	5	5	0.2	0.5	0.5
contents	55	33	37	44	0.6	0.6727272727272727	0.8
uva	23	15	18	21	0.6521739130434783	0.782608695652174	0.9130434782608695
anonymous-users	23	7	12	14	0.30434782608695654	0.5217391304347826	0.6086956521739131
jspinner	28	24	27	28	0.8571428571428571	0.9642857142857143	1.0
entities	195	107	128	151	0.5487179487179488	0.6564102564102564	0.7743589743589744
distributed-cache	13	6	9	9	0.46153846153846156	0.6923076923076923	0.6923076923076923
webresource.axd	70	43	53	58	0.6142857142857143	0.7571428571428571	0.8285714285714286
disabling	8	3	1	3	0.375	0.125	0.375
configurable-product	12	8	11	11	0.6666666666666666	0.9166666666666666	0.9166666666666666
packer	16	8	12	13	0.5	0.75	0.8125
management-management	3	1	1	1	0.3333333333333333	0.3333333333333333	0.3333333333333333
icefaces	348	190	251	286	0.5459770114942529	0.7212643678160919	0.8218390804597702
embedded-jboss	5	4	4	4	0.8	0.8	0.8
mod-fastcgi	14	3	8	9	0.21428571428571427	0.5714285714285714	0.6428571428571429
packet	217	136	197	203	0.6267281105990783	0.9078341013824884	0.9354838709677419
cloneable	31	13	22	22	0.41935483870967744	0.7096774193548387	0.7096774193548387
reg-free	1	1	1	1	1.0	1.0	1.0
gridgain	13	9	11	13	0.6923076923076923	0.8461538461538461	1.0
wpmu	19	2	11	11	0.10526315789473684	0.5789473684210527	0.5789473684210527
uvw	2	0	0	0	0.0	0.0	0.0
credit-card-track-data	2	1	1	1	0.5	0.5	0.5
ssh-tunnel	33	22	29	30	0.6666666666666666	0.8787878787878788	0.9090909090909091
boost-uuid	5	4	5	5	0.8	1.0	1.0
mantissa	11	6	11	11	0.5454545454545454	1.0	1.0
use	51	37	46	47	0.7254901960784313	0.9019607843137255	0.9215686274509803
qtscript	34	24	25	30	0.7058823529411765	0.7352941176470589	0.8823529411764706
usb	1059	835	990	1026	0.7884796978281398	0.9348441926345609	0.9688385269121813
usa	6	2	4	4	0.3333333333333333	0.6666666666666666	0.6666666666666666
listcellrenderer	7	5	6	6	0.7142857142857143	0.8571428571428571	0.8571428571428571
as3-api	16	1	3	3	0.0625	0.1875	0.1875
immutable	444	258	349	372	0.581081081081081	0.786036036036036	0.8378378378378378
uss	4	4	3	4	1.0	0.75	1.0
static-member	6	3	1	3	0.5	0.16666666666666666	0.5
memory-fences	15	3	3	4	0.2	0.2	0.26666666666666666
fastzip	2	2	2	2	1.0	1.0	1.0
utm	12	8	12	12	0.6666666666666666	1.0	1.0
imageicon	9	2	7	7	0.2222222222222222	0.7777777777777778	0.7777777777777778
com-object	6	2	6	6	0.3333333333333333	1.0	1.0
uti	19	14	13	16	0.7368421052631579	0.6842105263157895	0.8421052631578947
radius-protocol	4	0	1	1	0.0	0.25	0.25
ndoc	12	3	10	10	0.25	0.8333333333333334	0.8333333333333334
utc	228	153	204	212	0.6710526315789473	0.8947368421052632	0.9298245614035088
django-south	115	67	85	105	0.5826086956521739	0.7391304347826086	0.9130434782608695
user.config	9	6	8	9	0.6666666666666666	0.8888888888888888	1.0
multiple-browsers	19	1	2	2	0.05263157894736842	0.10526315789473684	0.10526315789473684
utf	83	53	69	74	0.6385542168674698	0.8313253012048193	0.891566265060241
news-ticker	7	4	4	4	0.5714285714285714	0.5714285714285714	0.5714285714285714
varchar2	18	12	18	18	0.6666666666666666	1.0	1.0
ef-code-first	761	273	410	503	0.3587385019710907	0.5387647831800263	0.6609724047306176
powerpc	75	43	58	62	0.5733333333333334	0.7733333333333333	0.8266666666666667
activation-codes	10	1	1	1	0.1	0.1	0.1
input-language	2	0	2	2	0.0	1.0	1.0
w3c	359	117	195	218	0.32590529247910865	0.5431754874651811	0.6072423398328691
uimanager	18	7	16	17	0.3888888888888889	0.8888888888888888	0.9444444444444444
pretty-urls	7	2	2	2	0.2857142857142857	0.2857142857142857	0.2857142857142857
smil	18	12	13	13	0.6666666666666666	0.7222222222222222	0.7222222222222222
html-email	227	93	156	170	0.40969162995594716	0.6872246696035242	0.748898678414097
jet-sql	4	1	1	2	0.25	0.25	0.5
factory-method	33	23	28	32	0.696969696969697	0.8484848484848485	0.9696969696969697
vs.php	3	2	2	2	0.6666666666666666	0.6666666666666666	0.6666666666666666
nokogiri	531	399	448	496	0.751412429378531	0.8436911487758946	0.9340866290018832
shellext	2	0	1	1	0.0	0.5	0.5
inherited-resources	28	23	25	28	0.8214285714285714	0.8928571428571429	1.0
w3m	6	3	6	6	0.5	1.0	1.0
xrender	1	0	1	1	0.0	1.0	1.0
ubuntu-10.04	300	51	138	155	0.17	0.46	0.5166666666666667
limited-user	6	2	4	4	0.3333333333333333	0.6666666666666666	0.6666666666666666
visualstyles	18	1	2	3	0.05555555555555555	0.1111111111111111	0.16666666666666666
submitting	11	8	5	8	0.7272727272727273	0.45454545454545453	0.7272727272727273
live-preview	7	4	1	4	0.5714285714285714	0.14285714285714285	0.5714285714285714
typedef	416	306	406	407	0.7355769230769231	0.9759615384615384	0.9783653846153846
uri	748	466	651	683	0.6229946524064172	0.8703208556149733	0.9131016042780749
url	5940	4333	5199	5549	0.7294612794612795	0.8752525252525253	0.9341750841750842
shapes	148	61	84	92	0.41216216216216217	0.5675675675675675	0.6216216216216216
database-cluster	8	0	2	2	0.0	0.25	0.25
modified	29	24	29	29	0.8275862068965517	1.0	1.0
modifier	34	27	26	32	0.7941176470588235	0.7647058823529411	0.9411764705882353
urn	11	7	9	9	0.6363636363636364	0.8181818181818182	0.8181818181818182
pylucene	17	12	17	17	0.7058823529411765	1.0	1.0
programmming	6	0	0	0	0.0	0.0	0.0
ubuntu-10.10	154	34	94	106	0.22077922077922077	0.6103896103896104	0.6883116883116883
restructuredtext	96	42	45	58	0.4375	0.46875	0.6041666666666666
jquery-cycle	163	125	122	152	0.7668711656441718	0.7484662576687117	0.9325153374233128
sharpdevelop	79	47	65	67	0.5949367088607594	0.8227848101265823	0.8481012658227848
estimation	144	25	46	52	0.1736111111111111	0.3194444444444444	0.3611111111111111
packed	12	10	10	11	0.8333333333333334	0.8333333333333334	0.9166666666666666
reputation-tracker	6	1	1	1	0.16666666666666666	0.16666666666666666	0.16666666666666666
datapicker	8	4	4	5	0.5	0.5	0.625
magic-tables	1	1	1	1	1.0	1.0	1.0
large-data	90	34	41	47	0.37777777777777777	0.45555555555555555	0.5222222222222223
w32	4	1	1	1	0.25	0.25	0.25
database-engine	8	4	6	7	0.5	0.75	0.875
google-maps-styled	12	1	1	1	0.08333333333333333	0.08333333333333333	0.08333333333333333
image-capture	52	19	31	35	0.36538461538461536	0.5961538461538461	0.6730769230769231
type-2-dimension	6	1	3	3	0.16666666666666666	0.5	0.5
serializable	119	87	107	111	0.7310924369747899	0.8991596638655462	0.9327731092436975
xmlcatalog	7	1	1	1	0.14285714285714285	0.14285714285714285	0.14285714285714285
on-disk	5	4	3	4	0.8	0.6	0.8
findcontrol	126	55	108	110	0.4365079365079365	0.8571428571428571	0.873015873015873
supertitle	1	1	1	1	1.0	1.0	1.0
file-monitoring	7	1	2	3	0.14285714285714285	0.2857142857142857	0.42857142857142855
jgrasp	4	0	3	3	0.0	0.75	0.75
upc	16	11	15	15	0.6875	0.9375	0.9375
rollover-effect	8	1	0	1	0.125	0.0	0.125
exploit	85	28	53	58	0.32941176470588235	0.6235294117647059	0.6823529411764706
unit	301	203	240	263	0.6744186046511628	0.7973421926910299	0.8737541528239202
unknown-publisher	3	3	2	3	1.0	0.6666666666666666	1.0
uniq	20	18	17	19	0.9	0.85	0.95
